Konteks,Tanggapan,Label
"Sejak awal pernikahan, saya sering mengalami kejadian yang tidak menyenangkan dan rasanya semakin memburuk. Setiap kali dia pulang kerja dalam keadaan lelah atau stres, emosinya sering meledak-ledak dan dia mulai mengambil pisau dari dapur dan saya diancam akan dibunuh. Dia mencekik leher saya sampai saya kehabisan napas dan merasa ini adalah keadaan darurat karena nyawa saya terancam. Dia bahkan membuat saya mengalami luka parah di bagian lengan. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo, terima kasih sudah berani menjangkau kami. Kami sangat prihatin mendengar situasi Anda. Ini adalah situasi darurat yang mengancam nyawa. Segera cari tempat yang aman dan hubungi polisi atau layanan darurat terdekat... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K5
saya pernah dicekik sebentar saat bertengkar,"Jika memungkinkan, segera menjauh dari situasi berbahaya dan simpan bukti kejadian untuk pelaporan.",K5
"Sejak awal pernikahan, saya sering mengalami kejadian yang tidak menyenangkan dan rasanya semakin memburuk. Kalau saya tidak segera menuruti perintahnya detik itu juga, dia akan kehilangan kendali lalu mengintimidasi saya setiap hari. Dia selalu melarang saya keluar rumah dan mengurung saya jika saya membantah. Barang-barang saya dirusak dan saya merasa dipaksa untuk terus menuruti semua kemauannya. Tekanan psikologis ini membuat saya nyaris gila. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo. Kami memahami betapa beratnya hidup di bawah tekanan psikologis, intimidasi, dan upaya mengontrol hidup Anda secara paksa... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K3
"Kehidupan pernikahan saya berubah menjadi mimpi buruk yang tidak pernah saya bayangkan sebelumnya. Awalnya hanya masalah sepele seperti urusan rumah tangga biasa, tapi kemudian dia marah besar lalu mengancam mati saya dan anak-anak. Dia pernah mencekik saya kuat-kuat dan menggunakan senjata tajam untuk menakut-nakuti saya di pojok ruangan. Nyawa saya benar-benar dalam bahaya besar dan saya merasa ini sangat darurat. Saya merasa sangat sendirian, hampa, dan butuh pencerahan dari pihak luar. Tolong bantu saya mengambil keputusan yang tepat untuk hidup saya.","Halo, terima kasih sudah berani menjangkau kami. Kami sangat prihatin mendengar situasi Anda. Ini adalah situasi darurat yang mengancam nyawa. Segera cari tempat yang aman dan hubungi polisi atau layanan darurat terdekat... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K5
"Kehidupan pernikahan saya berubah menjadi mimpi buruk yang tidak pernah saya bayangkan sebelumnya. Kalau saya tidak segera menuruti perintahnya detik itu juga, dia akan kehilangan kendali lalu melakukan kekerasan fisik yang brutal. Saya didorong dengan keras ke tembok, ditendang dan diseret di lantai rumah. Terkadang dia juga melempar benda berat sampai saya memar. Saya benar-benar dianiaya setiap hari. Kejadian ini membuat saya sangat trauma dan ketakutan setiap hari. Apa yang sebaiknya saya lakukan sebagai langkah selanjutnya?","Halo, terima kasih telah membagikan cerita Anda. Kekerasan fisik seperti memukul, menampar, menendang sama sekali tidak bisa dibenarkan... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K4
dia bilang akan mencoba tapi dia tidak pernah melakukannya sudah sembilan bulan dan ini membuatku semakin buruk hari ini dia bilang aku harus menghormati apapun keputusan yang dia ambil benarkah itu haruskah aku menghormati keputusannya untuk pergi karena dia tidak bisa menangani apa yang aku alami dan meninggalkanku di sini menangis dan cemas setiap malam dia terus menerus berubah pikiran tentang apakah dia ingin memperbaiki hubungan ini,"Meskipun janji pernikahan menyebutkan ""dalam sakit dan sehat,"" setiap orang memiliki hak untuk memilih tetap tinggal atau pergi, tergantung pada kemampuannya menghadapi tantangan pernikahan. Saya tahu sulit untuk tidak fokus pada dia dan pilihannya, tetapi semakin Anda memusatkan perhatian pada dia, semakin sedikit dukungan yang akan Anda terima. Fokuslah pada meningkatkan aktivitas perawatan diri dan membangun sistem dukungan di sekitar Anda.  Seorang terapis dapat membantu Anda mengatasi gejala depresi, membangun harga diri, dan mengembangkan keterampilan mengatasi masalah.  Selain itu, ajaklah dia ke sesi terapi agar dia dapat mengklarifikasi pertanyaan dan kekhawatiran terkait diagnosis Anda. Jika Anda ingin menjalani terapi, saya berlisensi di Texas dan Puerto Rico; Anda dapat menghubungi saya di 787-466-5478.Suami saya ingin bercerai setelah saya didiagnosis menderita depresi berat. Dia mengatakan akan mencoba, tapi dia tidak pernah melakukannya. Sudah sembilan bulan berlalu, dan ini membuat saya merasa semakin buruk. Hari ini, dia mengatakan bahwa saya harus menghormati keputusan yang dia ambil.   Apakah itu benar? Apakah saya harus menghormati keputusannya untuk pergi karena dia tidak bisa menangani apa yang saya alami dan meninggalkan saya menangis dan cemas setiap malam? Dia sering berubah pikiran. Meskipun janji pernikahan menyebutkan ""dalam kesehatan dan penyakit,"" setiap orang memiliki hak untuk memutuskan apakah akan tetap tinggal atau pergi, tergantung pada kemampuannya menghadapi tantangan pernikahan.  Saya mengerti bahwa sulit untuk tidak fokus pada dia dan keputusannya, tetapi semakin Anda fokus pada dia, semakin Anda akan merasa kecewa karena kurangnya dukungan. Fokuslah pada meningkatkan perawatan diri dan mengembangkan sistem dukungan Anda.  Seorang terapis dapat membantu Anda mengatasi gejala depresi, meningkatkan harga diri, dan mengembangkan mekanisme pertahanan diri.  Anda juga dapat mengajak suami Anda ke terapi untuk membicarakan diagnosis Anda dan mengklarifikasi keraguan tentang gejala serta ekspektasi. Jika Anda ingin menjalani terapi, saya adalah Konselor Profesional Berlisensi di Texas dan Puerto Rico, hubungi 787-466-5478.",K1
saya merasa dihina setiap kali ada perbedaan pendapat,"Anda tidak sendiri. Mulailah dengan berbicara kepada keluarga, teman dekat, atau layanan bantuan terpercaya.",K2
saya pernah ditampar saat cekcok di rumah,"Jika memungkinkan, segera menjauh dari situasi berbahaya dan simpan bukti kejadian untuk pelaporan.",K4
"Awalnya saya pikir pernikahan kami baik-baik saja, namun lama kelamaan sifat aslinya mulai terlihat dan menakutkan. Awalnya hanya masalah sepele seperti urusan rumah tangga biasa, tapi kemudian dia marah besar lalu melakukan kekerasan verbal tanpa henti. Dia terus-menerus memaki, membentak, dan menghina keluarga saya. Kata-katanya selalu merendahkan saya sehingga keadaan emosional saya benar-benar hancur. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo, saya memahami perasaan Anda dan sangat menyesalkan apa yang terjadi. Pelecehan verbal dan emosional bisa meninggalkan luka psikologis yang dalam... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K2
saya dipukul berkali kali oleh pasangan saya,Ini adalah kondisi berbahaya dan mendesak. Segera cari tempat aman dan hubungi layanan darurat atau pihak perlindungan terdekat.,K4
dokter saya berpendapat bahwa menemui psikiater akan membantu mengatasi depresi dan kecemasan saya sekarang kecemasan saya semakin parah apa yang harus saya lakukan menulis di sini telah menghabiskan seluruh tenaga yang tersisa,"Apakah Anda mengonsumsi obat sesuai resep psikiater?  Apakah Anda menindaklanjuti dengan dia untuk melaporkan bagaimana perkembangannya?  Obat-obatan yang berbeda bekerja secara berbeda pada orang yang berbeda.  Tidak selalu obat pertama yang membantu.  Dan beberapa obat membutuhkan waktu untuk menunjukkan efeknya.  Berikan kesempatan kepada dokter untuk membantu Anda. Saya sarankan Anda mencari terapis CBT bersertifikat untuk membantu Anda menganalisis pola pikir Anda. www.AcademyofCT.org memiliki daftar terapis CBT terbaik. Sementara itu, lakukan ""puasa kecemasan"" dengan meluangkan beberapa menit untuk melakukan sesuatu yang menyenangkan bagi diri Anda sendiri sekarang juga. Saya harap Anda segera merasa lebih baik. ~Mark (www.MarkMorrisLCSW.com dan www.LivingYes.org)",K1
"Saya tidak tahu harus cerita ke mana lagi, rasanya sudah buntu dan saya tidak punya siapa-siapa untuk mengadu. Jika ada hal kecil saja yang tidak sesuai dengan keinginannya, dia tidak segan-segan untuk mengintimidasi saya setiap hari. Dia selalu melarang saya keluar rumah dan mengurung saya jika saya membantah. Barang-barang saya dirusak dan saya merasa dipaksa untuk terus menuruti semua kemauannya. Tekanan psikologis ini membuat saya nyaris gila. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo. Kami memahami betapa beratnya hidup di bawah tekanan psikologis, intimidasi, dan upaya mengontrol hidup Anda secara paksa... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K3
"Saya tidak tahu harus cerita ke mana lagi, rasanya sudah buntu dan saya tidak punya siapa-siapa untuk mengadu. Awalnya hanya masalah sepele seperti urusan rumah tangga biasa, tapi kemudian dia marah besar lalu memukul dan menampar wajah saya berulang kali. Tidak hanya itu, dia juga menendang dan mendorong saya hingga jatuh ke lantai. Saya sering dijambak rambutnya saat dia sedang marah besar. Ini murni aniaya fisik. Saya merasa sangat sendirian, hampa, dan butuh pencerahan dari pihak luar. Tolong bantu saya mengambil keputusan yang tepat untuk hidup saya.","Halo, terima kasih telah membagikan cerita Anda. Kekerasan fisik seperti memukul, menampar, menendang sama sekali tidak bisa dibenarkan... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K4
pasangan saya sering menghina saya di depan anak anak,Hal seperti ini bisa menjadi tanda awal kekerasan. Penting untuk mengenali pola dan mencari bantuan sejak dini.,K2
"Saya tidak tahu harus cerita ke mana lagi, rasanya sudah buntu dan saya tidak punya siapa-siapa untuk mengadu. Kalau saya tidak segera menuruti perintahnya detik itu juga, dia akan kehilangan kendali lalu melakukan kekerasan verbal tanpa henti. Dia terus-menerus memaki, membentak, dan menghina keluarga saya. Kata-katanya selalu merendahkan saya sehingga keadaan emosional saya benar-benar hancur. Saya merasa sangat sendirian, hampa, dan butuh pencerahan dari pihak luar. Tolong bantu saya mengambil keputusan yang tepat untuk hidup saya.","Halo, saya memahami perasaan Anda dan sangat menyesalkan apa yang terjadi. Pelecehan verbal dan emosional bisa meninggalkan luka psikologis yang dalam... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K2
pasangan saya sering merendahkan saya dengan kata kata kasar,Cobalah mencatat kejadian yang dialami dan simpan bukti percakapan jika ada. Ini bisa membantu saat mencari dukungan.,K2
saya mengalami pelecehan verbal setiap hari oleh orang tua saya di depan anak saya saya merasa terjebak dan tidak punya jalan keluar saya merasa harus mendengarkan hal hal mengerikan yang mereka katakan dan hanya menanggung semuanya saya butuh cara untuk belajar mengatasi hal ini terutama karena saya tidak punya tempat lain untuk pergi saya merasa sangat kelelahan secara emosional bagaimana saya bisa mengatasi ini,"Saya sangat menyesal Anda mengalami situasi ini. Mengingat Anda menyebutkan tidak memiliki tempat untuk pergi, mungkin lebih baik mengatasi masalah ini daripada “hanya menanggung semuanya”. Konfrontasi dapat dilakukan dengan cara yang sehat dan efektif.  Kemampuan berkomunikasi tentang perasaan Anda dengan tujuan memperbaiki masalah dapat menjadi keterampilan yang sangat berguna dalam berbagai situasi kehidupan. Proses terapi dapat membantu mengembangkan keterampilan ini dan merencanakan langkah-langkah untuk keluar dari rumah. Semoga sukses.",K2
saya diseret dan disakiti secara fisik di rumah,Ini adalah kondisi berbahaya dan mendesak. Segera cari tempat aman dan hubungi layanan darurat atau pihak perlindungan terdekat.,K4
"Awalnya saya pikir pernikahan kami baik-baik saja, namun lama kelamaan sifat aslinya mulai terlihat dan menakutkan. Setiap kali dia pulang kerja dalam keadaan lelah atau stres, emosinya sering meledak-ledak dan dia mulai memukul dan menampar wajah saya berulang kali. Tidak hanya itu, dia juga menendang dan mendorong saya hingga jatuh ke lantai. Saya sering dijambak rambutnya saat dia sedang marah besar. Ini murni aniaya fisik. Kejadian ini membuat saya sangat trauma dan ketakutan setiap hari. Apa yang sebaiknya saya lakukan sebagai langkah selanjutnya?","Halo, terima kasih telah membagikan cerita Anda. Kekerasan fisik seperti memukul, menampar, menendang sama sekali tidak bisa dibenarkan... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K4
"Sejak awal pernikahan, saya sering mengalami kejadian yang tidak menyenangkan dan rasanya semakin memburuk. Kalau saya tidak segera menuruti perintahnya detik itu juga, dia akan kehilangan kendali lalu mengancam mati saya dan anak-anak. Dia pernah mencekik saya kuat-kuat dan menggunakan senjata tajam untuk menakut-nakuti saya di pojok ruangan. Nyawa saya benar-benar dalam bahaya besar dan saya merasa ini sangat darurat. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo, terima kasih sudah berani menjangkau kami. Kami sangat prihatin mendengar situasi Anda. Ini adalah situasi darurat yang mengancam nyawa. Segera cari tempat yang aman dan hubungi polisi atau layanan darurat terdekat... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K5
saya sering dipaksa mengikuti keinginan pasangan saya,Terima kasih sudah berbagi. Situasi seperti ini tidak boleh dianggap remeh. Cobalah mencari tempat aman dan bicarakan dengan orang terpercaya.,K3
"Kehidupan pernikahan saya berubah menjadi mimpi buruk yang tidak pernah saya bayangkan sebelumnya. Kalau saya tidak segera menuruti perintahnya detik itu juga, dia akan kehilangan kendali lalu melakukan kekerasan verbal tanpa henti. Dia terus-menerus memaki, membentak, dan menghina keluarga saya. Kata-katanya selalu merendahkan saya sehingga keadaan emosional saya benar-benar hancur. Saya merasa sangat sendirian, hampa, dan butuh pencerahan dari pihak luar. Tolong bantu saya mengambil keputusan yang tepat untuk hidup saya.","Halo, saya memahami perasaan Anda dan sangat menyesalkan apa yang terjadi. Pelecehan verbal dan emosional bisa meninggalkan luka psikologis yang dalam... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K2
pasangan saya melempar barang ke arah saya,"Jika memungkinkan, segera menjauh dari situasi berbahaya dan simpan bukti kejadian untuk pelaporan.",K4
saya merasa hidup saya terancam setiap kali pasangan saya marah,"Situasi ini termasuk risiko tinggi. Jika memungkinkan, segera tinggalkan lokasi berbahaya dan cari pertolongan secepatnya.",K5
saya merasa dikontrol terus dalam hal kecil sehari hari,Terima kasih sudah berbagi. Situasi seperti ini tidak boleh dianggap remeh. Cobalah mencari tempat aman dan bicarakan dengan orang terpercaya.,K3
"Saya tidak tahu harus cerita ke mana lagi, rasanya sudah buntu dan saya tidak punya siapa-siapa untuk mengadu. Awalnya hanya masalah sepele seperti urusan rumah tangga biasa, tapi kemudian dia marah besar lalu membentak dan menghina saya dengan kata-kata kasar. Dia selalu merendahkan martabat saya dan memaki saya di depan banyak orang. Teriakannya membuat saya sangat trauma secara emosional dan verbal. Saya sudah tidak sanggup lagi bertahan dalam penderitaan ini. Tolong beritahu saya bagaimana cara melaporkan atau menyelamatkan diri.","Halo, saya memahami perasaan Anda dan sangat menyesalkan apa yang terjadi. Pelecehan verbal dan emosional bisa meninggalkan luka psikologis yang dalam... Semoga Anda segera mendapatkan perlindungan dan kekuatan.",K2
